nama_cabang,id_ruko,kemiskinan, proporsi_pria , proporsi_wanita ,penduduk, proporsi_usia_produktif ,umk,lebar_ruko,jumlah_fasilitas_belanja, jumlah_toko_ponsel , dekat_fasilitas_transportasi_publik , jumlah_pasar_tradisional , jumlah_restoran , jumlah_kompetitor , dekat_layanan_keuangan , jumlah_bangunan , kategori_wilayah , jalan , jarak_pasar ,lat,lon, avg_omzet ,lat_komp,lon_komp,umk_local_coef,penduduk_local_coef,kemiskinan_local_coef,jumlah_kompetitor_local_coef,jumlah_pasar_tradisional_local_coef,jarak_pasar_local_coef,lebar_ruko_local_coef,jumlah_bangunan_local_coef,commercial_hub_index_local_coef,premium_spot_score_local_coef,comp_per_pop_local_coef
BKS024,337,0.05,  0.50 ,  0.50 ,204845,  0.72 ,5558515,600,2,4,1,1,0,4,1,"  7,589 ",Perkampungan, tertiary ,  - ,-6.216735,107.002773,"  274,333,333 ",-6.217366,107.002464,0.5723618956,-0.1354843627,-0.05306469459,0.1620845683,0.01924789396,0.08653092864,0.7654665462,-0.01333748016,0.2467418767,-0.6006045202,-0.01766908813
SKB005,5356,0.08,  0.50 ,  0.50 ,41596,  0.69 ,3018634,420,4,7,1,1,1,1,1,"  7,561 ",Perkampungan, secondary ,  - ,-6.930501,106.932717,"  590,950,000 ",-6.926255,106.932983,0.04530325519,-0.1121540086,0.001024044142,0.09807697471,-0.01337169744,0.01848350617,0.115502121,0.01111534701,0.2076774789,0.1326537736,-0.006822029383
TNG013,97,0.07,  0.50 ,  0.50 ,134496,  0.71 ,4901117,400,13,12,1,5,0,3,1,"  7,411 ",Perkampungan, tertiary ,  - ,-6.210599,106.613018,"  302,858,333 ",-6.209658,106.615181,0.894678084,-0.07158400023,0.01083550348,0.2019155575,0.04415604267,0.10451226,0.3282405217,-0.03118902086,0.3278892935,-0.01381029265,-2.327.883.844.790.060
BBS007,3890,0.16,  0.51 ,  0.49 ,52401,  0.70 ,2239801,300,0,17,1,0,0,1,1,"  7,377 ",Perkampungan, living_street ,  104.85 ,-6.937516,108.884565,"  348,116,667 ",-6.938980,108.888878,0.2314968405,0.07597725123,-0.003982618317,0.1079253203,0.07324204133,0.03811568327,-0.03035988028,-0.02359248417,0.1457468805,-0.04236209681,-0.01550661192
BDG012,3252,0.06,  0.50 ,  0.50 ,41237,  0.69 ,3757284,350,7,5,1,0,0,1,1,"  7,316 ",Perkampungan, tertiary ,  - ,-6.906830,107.691136,"  501,391,667 ",-6.911033,107.690865,0.2668384914,0.06821627257,0.2344549822,0.05429681669,0.05418178266,0.03388742438,-0.01520863498,0.1072113078,0.1486740347,0.02919570087,-0.01042714207
TGL003,3035,0.07,  0.50 ,  0.50 ,66565,  0.71 ,2376683,400,5,7,1,2,0,1,1,"  7,311 ",Perkampungan, residential ,  854.94 ,-6.859154,109.144287,"  355,183,333 ",-6.859227,109.140915,0.2351167683,0.08486460808,-0.01042171353,0.1124238807,0.07591944429,0.0287544213,-0.03074203978,-0.02474015125,0.1438424534,-0.04664650592,-0.01549972661
CKG032,48,0.04,  0.50 ,  0.50 ,229151,  0.71 ,5396761,450,6,7,1,0,0,0,1,"  7,285 ",Perkampungan, tertiary ,  - ,-6.342745,106.907985,"  487,266,667 ",-6.333440,106.894463,0.6696617257,-0.1205128703,-0.002087371444,0.1691963961,0.00907615942,0.07721844688,0.4449195254,-0.004846737055,0.2684063345,-0.2033939755,-0.01527412151
DPK003,220,0.02,  0.50 ,  0.50 ,191413,  0.71 ,5195721,500,4,1,1,0,1,2,1,"  7,259 ",Perkampungan, residential ,  495.78 ,-6.375675,106.863264,"  344,300,000 ",-6.377507,106.864975,0.6872585996,-0.1121470832,0.007837784452,0.1688102627,0.01104225726,0.07534467996,0.3040046718,0.000275450377,0.2764451388,-0.01963584307,-0.01338041205
SNG006,969,0.09,  0.50 ,  0.50 ,106946,  0.67 ,3508626,1200,14,7,1,0,1,1,1,"  7,231 ",Perkampungan, primary ,  - ,-6.559149,107.770463,"  424,841,667 ",-6.560847,107.769157,0.2917637263,0.01553930636,0.1899298348,0.1162552282,0.0564173515,0.02720256648,-0.03941453917,0.05882926918,0.1346390941,0.01906334717,-0.0148160604
PML002,3116,0.15,  0.51 ,  0.49 ,161648,  0.69 ,2296140,800,2,7,1,1,0,1,1,"  7,195 ",Perkampungan, primary ,  - ,-6.884153,109.379387,"  309,741,667 ",-6.886967,109.379402,0.2358631909,0.09425862618,-0.01493567103,0.1126262952,0.07749788444,0.02134517041,-0.02939528974,-0.02311237971,0.1420233325,-0.04810916173,-0.01513785649
DPK030,135,0.02,  0.50 ,  0.50 ,186181,  0.72 ,5195721,400,6,3,1,0,0,0,1,"  7,126 ",Perkampungan, tertiary ,  - ,-6.382756,106.790568,"  475,641,667 ",-6.374144,106.789917,0.7701869778,-0.09968528546,0.01353751668,0.171077081,0.01676645288,0.07708165777,0.2197650318,-0.002901721339,0.28792606,0.09747625952,-0.01241293634
DPK011,249,0.02,  0.50 ,  0.50 ,79137,  0.71 ,5195721,400,2,3,1,0,0,2,1,"  7,122 ",Perkampungan, trunk ,  821.44 ,-6.395785,106.775019,"  520,650,000 ",-6.395230,106.774452,0.7660177986,-0.09927832131,0.01704637464,0.1707323101,0.01796188936,0.076821198,0.1823588462,-0.001102923706,0.2894265077,0.1466610158,-0.01215277365
CPT003,320,0.02,  0.50 ,  0.50 ,133154,  0.71 ,4974392,400,5,6,1,0,0,2,1,"  7,118 ",Perkampungan, secondary ,  886.56 ,-6.323919,106.767182,"  495,841,667 ",-6.324208,106.767197,0.8745188191,-0.09213255473,0.003623599608,0.1739558242,0.01985474105,0.08120580135,0.306717378,-0.0155987484,0.2938021635,-0.009389059479,-0.01354178432
BDG006,937,0.04,  0.51 ,  0.49 ,59700,  0.68 ,4482914,420,6,12,1,1,1,3,1,"  7,102 ",Perkampungan, secondary ,  - ,-6.870221,107.592268,"  831,183,333 ",-6.869868,107.591354,0.2632935723,0.04790148516,0.2717382787,0.05897225132,0.05833391338,0.0247144095,-0.01245063213,0.1228814861,0.1422107981,0.04388274064,-0.01133038988
KYB016,277,0.03,  0.50 ,  0.50 ,284849,  0.71 ,5396761,400,5,7,1,0,0,0,1,"  7,077 ",Perkampungan, secondary ,  - ,-6.324734,106.811499,"  826,291,667 ",-6.325981,106.823654,0.845268771,-0.09665083469,0.001193320914,0.1754344461,0.01520113392,0.07879986351,0.3752049736,-0.01408239911,0.2895072988,-0.1000487132,-0.01370488242
SBR014,1816,0.09,  0.50 ,  0.50 ,60854,  0.70 ,2697685,500,7,5,1,0,0,1,1,"  7,072 ",Perkampungan, trunk ,  - ,-6.718213,108.534650,"  182,975,000 ",-6.709392,108.531898,0.2406829143,0.03549086233,0.03015832505,0.1178798952,0.06291961214,0.06590233261,-0.03562746349,-0.02383676258,0.1454043009,-0.03986085465,-0.01529383017
SOR008,844,0.06,  0.51 ,  0.49 ,203540,  0.69 ,3757284,600,4,5,1,1,0,0,1,"  7,039 ",Perkampungan, residential ,  984.42 ,-7.009961,107.629805,"  792,391,667 ",-7.005370,107.630806,0.2548587589,0.06542350625,0.244797271,0.03972367189,0.05358943908,0.032092897,-0.00530800688,0.1223380578,0.1499584807,0.03716668332,-0.009556731619
SOR017,1951,0.06,  0.51 ,  0.49 ,90962,  0.69 ,3757284,300,5,9,1,0,0,2,1,"  7,010 ",Perkampungan, secondary ,  40.56 ,-7.027976,107.519997,"  362,691,667 ",-7.027745,107.519058,0.2456492331,0.04347287563,0.2666402067,0.03837089841,0.05552576782,0.02576511835,0.004926872866,0.1276165154,0.1501645101,0.05307391547,-0.01025391675
SOR019,2063,0.06,  0.51 ,  0.49 ,203540,  0.69 ,3757284,500,5,7,1,1,0,0,1,"  6,985 ",Perkampungan, primary ,  - ,-7.010512,107.610622,"  313,591,667 ",-7.006639,107.612831,0.2541247227,0.06193196976,0.251813223,0.03910623053,0.0539588279,0.03064734917,-0.003777377576,0.1258555814,0.1495968852,0.04019767485,-0.009630607987
BGR012,683,0.07,  0.50 ,  0.50 ,82064,  0.69 ,5126897,700,11,7,1,1,0,2,1,"  6,964 ",Perkampungan, tertiary ,  335.17 ,-6.608848,106.792310,"  715,350,000 ",-6.606592,106.789841,0.1223028148,-0.13884151,0.005574069713,0.1469685247,0.005286569557,0.05512240553,0.1675861623,0.05570115524,0.2732959929,0.1357594039,-0.003981685405
CKR001,329,0.05,  0.50 ,  0.50 ,344179,  0.72 ,5558515,400,8,2,1,0,0,5,1,"  6,944 ",Perkampungan, secondary ,  297.09 ,-6.266547,107.017049,"  631,433,333 ",-6.266286,107.017059,0.5112756877,-0.1470068505,-0.04554779625,0.1662654163,0.0135174529,0.08668928689,0.6740066248,-0.005686478062,0.2372245336,-0.5029084662,-0.01778959016
CKR019,199,0.04,  0.51 ,  0.49 ,167088,  0.69 ,5690752,450,6,4,1,0,0,2,1,"  6,878 ",Perkampungan, secondary ,  - ,-6.253440,107.157356,"  544,416,667 ",-6.254331,107.157272,0.2814170683,-0.1895002439,-0.1226564388,0.184365517,0.01996229704,0.09648503135,0.4210550485,0.02692634092,0.1707587046,-0.2692921575,-0.01659465686
BDG008,1632,0.05,  0.50 ,  0.50 ,183174,  0.71 ,3863692,300,3,3,1,0,0,1,1,"  6,877 ",Perkampungan, tertiary ,  653.65 ,-6.932452,107.563445,"  396,066,667 ",-6.928650,107.565491,0.2568035329,0.04683432002,0.2712319647,0.05015832978,0.05702205038,0.02534737733,-0.005511003656,0.1257795696,0.1451394143,0.04728113053,-0.01094349419
PDG009,5975,0.1,  0.51 ,  0.49 ,44608,  0.68 ,3206640,300,8,6,1,0,1,0,1,"  6,851 ",Perkampungan, living_street ,  170.20 ,-6.373310,105.826048,"  387,983,333 ",-6.379625,105.834442,0.288679461,-0.01185594543,0.01181504411,0.06279020006,0.105333958,0.1405281432,0.08594539081,0.007095073439,0.2685587607,0.3450857641,13.033.883.830.486.500
SOR007,719,0.06,  0.50 ,  0.50 ,141464,  0.69 ,3757284,330,8,10,1,1,0,4,1,"  6,849 ",Perkampungan, primary ,  - ,-6.956818,107.768475,"  536,208,333 ",-6.956821,107.768143,0.2556403015,0.07429507011,0.1930162215,0.0537346388,0.05193441434,0.04779495345,-0.01695108353,0.08480457784,0.1508546578,0.01305111854,-0.0100056368
BDG007,1200,0.04,  0.50 ,  0.50 ,62102,  0.69 ,4482914,400,13,4,1,1,0,1,1,"  6,839 ",Perkampungan, living_street ,  191.86 ,-6.901486,107.658222,"  454,241,667 ",-6.901825,107.657417,0.2666065243,0.06258970412,0.2481772155,0.05383126472,0.05508983373,0.03073265713,-0.01376380033,0.1148567994,0.147184053,0.03465976459,-0.01058528256
CBI015,99,0.07,  0.51 ,  0.49 ,285604,  0.69 ,4877211,500,4,7,1,0,0,2,1,"  6,817 ",Perkampungan, secondary ,  - ,-6.465017,106.837966,"  346,800,000 ",-6.465348,106.838692,0.5444687398,-0.1261263737,0.02746720108,0.1632226198,0.01094879968,0.06726817824,0.126115956,0.02295703038,0.2768666024,0.2003621975,-0.0112955544
BGR006,98,0.07,  0.50 ,  0.50 ,82064,  0.69 ,5126897,400,2,1,1,0,0,0,1,"  6,813 ",Perkampungan, primary ,  796.43 ,-6.603114,106.785755,"  437,266,667 ",-6.606592,106.789841,0.1271288845,-0.1389579715,0.00702905486,0.1472860288,0.006278773269,0.05481492084,0.1689637835,0.05610791364,0.2750246136,0.1337693871,-0.004242547053
SBR012,1703,0.12,  0.50 ,  0.50 ,65290,  0.69 ,2681382,300,2,7,1,4,0,1,1,"  6,798 ",Perkampungan, trunk ,  - ,-6.650213,108.531962,"  505,650,000 ",-6.651966,108.533745,0.243372884,0.02845061071,0.0335439972,0.122985305,0.06164984285,0.06865852941,-0.03732178001,-0.02601794223,0.1451491207,-0.04109637915,-0.01543853059
CPT014,68,0.02,  0.50 ,  0.50 ,133154,  0.71 ,4974392,350,4,5,1,0,0,1,1,"  6,726 ",Perkampungan, tertiary ,  603.83 ,-6.279543,106.746752,"  251,766,667 ",-6.282033,106.746796,0.9393412345,-0.08730561473,-0.002764953783,0.1760298919,0.0227356588,0.0837775921,0.3680728257,-0.02386162304,0.3001807363,-0.08385488996,-0.01435530827
CLG003,836,0.04,  0.50 ,  0.50 ,39630,  0.69 ,5128084,500,8,6,1,1,0,0,1,"  6,707 ",Perkampungan, residential ,  252.63 ,-6.027146,106.051006,"  627,875,000 ",-6.030839,106.056572,0.3139507087,-0.01724933792,"8,96E+10",0.07848639638,0.08820434209,0.1447027232,0.1368435509,0.007393517532,0.2960754588,0.296251639,0.7197506546
CJR003,1232,0.1,  0.51 ,  0.49 ,133403,  0.68 ,3104583,800,5,4,1,0,1,1,1,"  6,683 ",Perkampungan, trunk ,  - ,-6.809027,107.152092,"  556,208,333 ",-6.810357,107.149422,0.1245394847,-0.05097357265,0.1137431419,0.094638139,0.02228420807,0.01146049659,0.0500359902,0.0394630158,0.1514386351,0.116939049,-0.01097541539
SMD001,976,0.1,  0.51 ,  0.49 ,68258,  0.68 ,3732088,400,11,6,1,0,0,0,1,"  6,677 ",Perkampungan, secondary ,"  1,037.21 ",-6.856133,107.921974,"  714,341,667 ",-6.850721,107.921944,0.2537539801,0.06143244278,0.1466387844,0.07562110905,0.05181600311,0.0658374313,-0.02617244854,0.04507839329,0.1477090466,-0.006458718515,-0.01135713489
TGR009,92,0.07,  0.51 ,  0.49 ,137280,  0.70 ,4901117,350,6,5,1,1,0,3,1,"  6,664 ",Perkampungan, tertiary ,  - ,-6.239391,106.582390,"  502,858,333 ",-6.240004,106.582024,0.7175532747,-0.06740824949,0.01960525673,0.1892951184,0.04650514063,0.1070720818,0.3087780874,-0.01995028013,0.329506676,0.01315097427,-19.095.374.691.163.000
DPR008,208,0.02,  0.49 ,  0.51 ,145422,  0.72 ,3298116,400,3,4,1,1,1,2,1,"  6,628 ",Perkampungan, residential ,  556.94 ,-8.678075,115.223192,"  416,516,667 ",-8.678109,115.223076,-0.171144863,0.8543845517,-0.3227999655,0.2039030678,-0.00461409732,-0.1389251121,0.1703947859,-0.1025160077,-0.02703019867,-0.08811396141,0.04450064925
KYB013,292,0.03,  0.50 ,  0.50 ,284849,  0.71 ,5396761,800,6,6,1,0,0,0,1,"  6,615 ",Perkampungan, residential ,  - ,-6.363441,106.806317,"  463,566,667 ",-6.373536,106.813393,0.7855746979,-0.0997434019,0.009145689902,0.1721591021,0.01542818268,0.07750864808,0.2750380837,-0.006070288458,0.286894463,0.02591333494,-0.01290101924
CKG025,342,0.04,  0.50 ,  0.50 ,229151,  0.71 ,5396761,350,4,2,1,0,0,0,1,"  6,583 ",Perkampungan, primary ,  740.78 ,-6.284678,106.906235,"  235,508,333 ",-6.286279,106.913712,0.7279251428,-0.1124114147,-0.01941108342,0.1692818947,0.01425504091,0.07986834071,0.5823175636,-0.01581508109,0.2735510018,-0.3653837122,-0.01551711134
PWK001,145,0.08,  0.50 ,  0.50 ,56573,  0.69 ,4792252,300,2,3,1,0,0,0,1,"  6,578 ",Perkampungan, trunk ,  - ,-6.560668,107.440740,"  621,191,667 ",-6.556429,107.436600,0.2173625746,-0.001301134498,0.1773983562,0.1743929316,0.09951743986,-0.0001868809811,-0.0448349731,0.0848569233,0.04703413502,0.05826000686,-0.01737905588
BDG005,709,0.04,  0.51 ,  0.49 ,58966,  0.70 ,4482914,600,8,11,1,0,2,2,1,"  6,568 ",Perkampungan, residential ,  - ,-6.932964,107.716000,"  390,850,000 ",-6.933342,107.716393,0.2629200751,0.07208006562,0.2194395206,0.05261912438,0.05318116166,0.03831523568,-0.01519149849,0.1000606668,0.1499707078,0.0235429547,-0.0101815727
KYB024,195,0.03,  0.50 ,  0.50 ,284849,  0.71 ,5396761,600,4,10,1,1,0,0,1,"  6,560 ",Perkampungan, secondary ,  136.30 ,-6.351385,106.801460,"  289,091,667 ",-6.341821,106.792557,0.8078282276,-0.09795005784,0.006753420637,0.1727109985,0.01612216424,0.0784388118,0.2925283,-0.008688205687,0.2880840346,0.00475339679,-0.01308406465
DPK025,28,0.02,  0.50 ,  0.50 ,66765,  0.72 ,5195721,450,1,1,1,0,0,1,1,"  6,552 ",Perkampungan, secondary ,  - ,-6.330776,106.797576,"  584,875,000 ",-6.330997,106.797417,0.845631696,-0.09566654018,0.002969291794,0.1742794327,0.01661426696,0.07943783425,0.3334033551,-0.01306827534,0.2900602857,-0.04607257044,-0.01349218002
SOR003,178,0.04,  0.50 ,  0.50 ,47657,  0.71 ,4482914,350,6,10,1,0,2,2,1,"  6,536 ",Perkampungan, primary ,  - ,-6.979891,107.634162,"  723,558,333 ",-6.979911,107.634239,0.2583195341,0.06429929743,0.247363424,0.04343376641,0.05400390146,0.03144992926,-0.007306185943,0.1210164192,0.149057221,0.03705920922,-0.009884185632
NPH008,3316,0.06,  0.51 ,  0.49 ,113203,  0.69 ,3757284,400,2,3,1,0,0,0,1,"  6,534 ",Perkampungan, trunk ,  - ,-6.836801,107.488578,"  402,825,000 ",-6.844036,107.486389,0.2435108375,0.02820329481,0.2793814845,0.07000335319,0.06580096317,0.01612690285,-0.009189019988,0.1157364954,0.1347270849,0.05535953292,-0.01258043755
SBR019,2857,0.12,  0.51 ,  0.49 ,58179,  0.71 ,2681382,400,1,2,0,1,0,0,1,"  6,474 ",Perkampungan, living_street ,  - ,-6.598076,108.422005,"  281,375,000 ",-6.592502,108.425583,0.2468083521,0.01726483724,0.05213263576,0.1270413594,0.05635188279,0.08031433389,-0.03825563557,-0.0234224688,0.1444552358,-0.03796463981,-0.01492628696
CMH004,3676,0.05,  0.50 ,  0.50 ,130972,  0.70 ,3863692,900,5,2,1,0,0,4,1,"  6,457 ",Perkampungan, tertiary ,  - ,-6.872205,107.556546,"  266,433,333 ",-6.872059,107.555817,0.2582529971,0.04098636188,0.2750348286,0.06039925166,0.05966988363,0.02268432774,-0.01011294888,0.1218102488,0.1405834442,0.04810462264,-0.01172826754
NPH012,2369,0.1,  0.51 ,  0.49 ,154540,  0.69 ,3736741,500,10,8,1,3,1,2,1,"  6,451 ",Perkampungan, primary ,  59.12 ,-6.817372,107.622016,"  804,633,333 ",-6.817359,107.622337,0.2696944615,0.04723901814,0.2649143078,0.06757761484,0.05894925846,0.02485376915,-0.01834960724,0.1160708391,0.1401762182,0.04051948451,-0.01180748409
SOR015,1058,0.06,  0.51 ,  0.49 ,90962,  0.69 ,3757284,550,2,3,1,0,0,2,1,"  6,428 ",Perkampungan, primary ,  - ,-7.020053,107.540741,"  533,083,333 ",-7.020025,107.540749,0.2489432698,0.04689193635,0.2628109559,0.03924660841,0.05509717455,0.02696297743,0.002681633637,0.1269790558,0.1492403416,0.04993876491,-0.01027803207
PWT014,4762,0.12,  0.50 ,  0.50 ,57127,  0.70 ,2338410,600,8,3,1,1,1,0,1,"  6,424 ",Perkampungan, trunk ,  - ,-7.441739,109.237541,"  434,533,333 ",-7.440164,109.243408,0.2192787876,0.1109019381,-0.02102774999,0.09764966117,0.07614790486,0.02169108688,-0.02181834003,-0.01567619611,0.1437978846,-0.03893084446,-0.01470628675
CLG001,606,0.04,  0.50 ,  0.50 ,53305,  0.71 ,5128084,400,10,7,1,2,0,1,1,"  6,417 ",Perkampungan, tertiary ,  968.73 ,-6.016864,106.056202,"  558,400,000 ",-6.016600,106.056320,0.3139812007,-0.01705201804,-0.0005492827416,0.0785020292,0.08795915604,0.1451477866,0.138372128,0.007229524963,0.2966401096,0.2950162539,0.7024035378
TAB001,2458,0.05,  0.50 ,  0.50 ,69508,  0.70 ,3102520,500,4,8,1,1,0,0,1,"  6,409 ",Perkampungan, trunk ,  - ,-8.554031,115.139274,"  639,500,000 ",-8.560495,115.137321,-0.1665847858,0.8523415412,-0.3209926369,0.204014113,-0.004050473168,-0.13724558,0.1652585488,-0.1024810682,-0.02640988675,-0.09018058472,0.04356048959
PWT004,3703,0.12,  0.50 ,  0.50 ,37082,  0.70 ,2338410,600,5,7,1,0,0,1,1,"  6,408 ",Perkampungan, secondary ,  - ,-7.407942,109.245441,"  262,183,333 ",-7.404779,109.245247,0.2205299943,0.1097501625,-0.02051118485,0.098466115,0.07625506122,0.02170060405,-0.02230142317,-0.01609803012,0.1436777455,-0.03947097711,-0.014686959
SBR011,1406,0.12,  0.51 ,  0.49 ,56769,  0.70 ,2681382,500,5,14,1,2,0,1,1,"  6,393 ",Perkampungan, living_street ,  - ,-6.644345,108.407749,"  405,575,000 ",-6.647096,108.408821,0.2447734073,0.02210774873,0.05241117123,0.1228560671,0.05666538919,0.08016948458,-0.03700738188,-0.02103640292,0.1446933884,-0.03666200408,-0.01468884229
DPK027,123,0.02,  0.50 ,  0.50 ,191413,  0.71 ,5195721,400,5,1,1,0,1,2,1,"  6,381 ",Perkampungan, trunk ,  881.24 ,-6.380498,106.830723,"  207,975,000 ",-6.380303,106.830795,0.7300304292,-0.1057698796,0.01144767572,0.1705064169,0.01306659278,0.07552403193,0.2655647185,-0.001002417686,0.2823961493,0.03383951476,-0.01283477479
MGW003,2444,0.02,  0.49 ,  0.51 ,71189,  0.74 ,3534338,500,4,1,1,0,1,0,1,"  6,373 ",Perkampungan, primary ,  - ,-8.613090,115.175958,"  486,783,333 ",-8.619530,115.183723,-0.1687507525,0.8532969779,-0.3218328612,0.2039607652,-0.004319017236,-0.1380136787,0.1676577242,-0.1024830832,-0.02669164447,-0.08917986264,0.04401884657
SOR004,726,0.06,  0.51 ,  0.49 ,95859,  0.69 ,3757284,300,3,12,1,0,0,1,1,"  6,354 ",Perkampungan, secondary ,  - ,-6.979917,107.833878,"  271,333,333 ",-6.979702,107.833763,0.2464784251,0.07291716771,0.1650652345,0.05664869098,0.05109196479,0.05933280955,-0.01876369969,0.06812751941,0.1504008478,0.003327743705,-0.009903096359
GRT005,1039,0.1,  0.51 ,  0.49 ,88425,  0.69 ,2328555,400,12,10,1,0,2,1,1,"  6,343 ",Perkampungan, primary ,"  1,015.95 ",-7.207368,107.896275,"  632,775,000 ",-7.207995,107.898048,0.2128771168,0.07466344479,0.1190022981,0.04641858486,0.04898311108,0.07536936433,-0.01107135408,0.05983320466,0.1485229345,0.00139252822,-0.007722858056
DPK034,163,0.02,  0.50 ,  0.50 ,133533,  0.69 ,5195721,450,4,3,1,0,0,2,1,"  6,333 ",Perkampungan, trunk ,  483.89 ,-6.398237,106.771770,"  304,125,000 ",-6.398465,106.771530,0.7601606532,-0.09912960314,0.01717165719,0.1702079352,0.01843354235,0.07699455407,0.1738345893,-0.0006265895283,0.2896540266,0.1581249954,-0.01200925379
SNG014,2963,0.09,  0.50 ,  0.50 ,106946,  0.67 ,3508626,600,4,10,1,2,0,1,1,"  6,326 ",Perkampungan, secondary ,  689.89 ,-6.562569,107.762117,"  277,966,667 ",-6.562651,107.762001,0.2914987465,0.01558258186,0.1917558357,0.1155647065,0.05687195657,0.02661216974,-0.03927409785,0.06047127986,0.1337889321,0.02039496772,-0.01486057005
SOR022,2350,0.06,  0.51 ,  0.49 ,102328,  0.70 ,3757284,400,4,3,1,0,0,1,1,"  6,305 ",Perkampungan, primary ,  - ,-7.007365,107.551323,"  258,900,000 ",-7.010515,107.550285,0.2507412036,0.04867929593,0.263655408,0.04035424252,0.05518205209,0.02713098128,0.0008752763071,0.1274506111,0.1487266024,0.04847909312,-0.01027847873
DPK038,21,0.02,  0.50 ,  0.50 ,198765,  0.71 ,5195721,500,3,5,1,0,0,0,1,"  6,292 ",Perkampungan, secondary ,  - ,-6.371995,106.880993,"  328,450,000 ",-6.372174,106.872635,0.6725061499,-0.1167760274,0.006971046152,0.1689969849,0.009292160147,0.07510726102,0.3391970903,"3,03E+11",0.273151699,-0.06800353153,-0.01406755192
PWK015,3747,0.08,  0.50 ,  0.50 ,39381,  0.68 ,4792252,600,5,2,1,0,1,2,1,"  6,262 ",Perkampungan, primary ,  - ,-6.510191,107.462250,"  196,200,000 ",-6.510074,107.459099,0.2133706215,-0.01758300951,0.1413755304,0.192762343,0.09762398975,0.000734545629,-0.04818105458,0.08021666604,0.03436798337,0.05017463607,-0.01801165962
BKS017,313,0.05,  0.50 ,  0.50 ,152219,  0.69 ,5558515,400,6,8,1,0,0,2,1,"  6,259 ",Perkampungan, residential ,  - ,-6.229782,107.010890,"  458,716,667 ",-6.229314,107.010857,0.544054128,-0.1406917868,-0.05242316584,0.1631498503,0.01753032709,0.0867886483,0.7543146595,-0.01143710533,0.2425516527,-0.5916671636,-0.01793555291
PWK002,142,0.08,  0.50 ,  0.50 ,138966,  0.69 ,4792252,350,6,0,1,0,0,0,1,"  6,210 ",Perkampungan, trunk ,  - ,-6.515882,107.453604,"  396,200,000 ",-6.510074,107.459099,0.2110359217,-0.01675202229,0.1419082112,0.1929367574,0.09829385927,0.0007389366226,-0.04834929418,0.08117197664,0.03313734546,0.05263853566,-0.01795163138
SMD002,1035,0.1,  0.51 ,  0.49 ,101153,  0.68 ,3732088,350,4,3,1,0,0,0,1,"  6,199 ",Perkampungan, living_street ,  - ,-6.831984,107.922714,"  780,908,333 ",-6.837589,107.926132,0.2565522112,0.06015274687,0.1487848071,0.07828102149,0.05184919726,0.06479351329,-0.0271994757,0.0442552342,0.1476217942,-0.006587892271,-0.01156689126
CPT005,335,0.02,  0.50 ,  0.50 ,133154,  0.71 ,4974392,400,5,7,1,1,0,2,1,"  6,191 ",Perkampungan, tertiary ,  - ,-6.291601,106.746037,"  377,916,667 ",-6.293363,106.746758,0.9265808073,-0.08797073092,"5,46E+10",0.1757364149,0.02247485604,0.08327786397,0.3495067137,-0.02224043953,0.2993984448,-0.06096948215,-0.01421097128
SOR011,841,0.06,  0.50 ,  0.50 ,104135,  0.67 ,3757284,400,5,14,1,1,0,3,1,"  6,188 ",Perkampungan, primary ,  - ,-7.047653,107.583802,"  625,258,333 ",-7.047218,107.582817,0.249511354,0.05771857231,0.2515796004,0.03527304962,0.05371134613,0.03017902537,0.0005511055687,0.1274339396,0.1502080226,0.04348883376,-0.009551813496
TNG011,269,0.07,  0.51 ,  0.49 ,201664,  0.72 ,4901117,600,6,6,1,0,0,2,1,"  6,135 ",Perkampungan, secondary ,  768.80 ,-6.179955,106.593968,"  422,000,000 ",-6.179205,106.594582,0.8094505659,-0.06724618732,0.004339585061,0.1948109912,0.04932420993,0.1104614447,0.3332782785,-0.02913695942,0.3311619328,-0.01325666929,-2.279.073.213.325.360
SOR031,2716,0.06,  0.51 ,  0.49 ,141464,  0.70 ,3757284,400,8,4,1,0,0,1,1,"  6,029 ",Perkampungan, trunk ,  - ,-6.956164,107.775159,"  343,116,667 ",-6.955321,107.773811,0.2551717457,0.07410142315,0.1902607292,0.05437856029,0.0518286292,0.04886710989,-0.01730026192,0.08283719849,0.1508009415,0.01192151483,-0.010035789
TGL001,2775,0.07,  0.50 ,  0.50 ,66565,  0.71 ,2376683,500,3,9,1,1,0,1,1,"  6,028 ",Perkampungan, residential ,  - ,-6.873490,109.145854,"  558,483,333 ",-6.873284,109.145828,0.2347307804,0.08561752127,-0.01067637688,0.1119399951,0.07595187087,0.02857080558,-0.0305003697,-0.02446170969,0.1438427568,-0.04642033786,-0.01547005004
SNG016,3474,0.09,  0.50 ,  0.50 ,106946,  0.67 ,3508626,800,6,17,1,0,1,1,1,"  5,961 ",Perkampungan, primary ,  373.24 ,-6.567940,107.762991,"  183,891,667 ",-6.568250,107.762573,0.2912842776,0.01705287501,0.1932174754,0.1144611804,0.05686676341,0.02672816786,-0.03905581273,0.06120174843,0.134565151,0.02044014862,-0.01473465373
