nama_cabang,id_ruko,kemiskinan, proporsi_pria , proporsi_wanita ,penduduk, proporsi_usia_produktif ,umk,lebar_ruko,jumlah_fasilitas_belanja, jumlah_toko_ponsel , dekat_fasilitas_transportasi_publik , jumlah_pasar_tradisional , jumlah_restoran , jumlah_kompetitor , dekat_layanan_keuangan , jumlah_bangunan , kategori_wilayah , jalan , jarak_pasar ,lat,lon, avg_omzet ,lat_komp,lon_komp,umk_local_coef,penduduk_local_coef,kemiskinan_local_coef,jumlah_kompetitor_local_coef,jumlah_pasar_tradisional_local_coef,jarak_pasar_local_coef,lebar_ruko_local_coef,jumlah_bangunan_local_coef,commercial_hub_index_local_coef,premium_spot_score_local_coef,comp_per_pop_local_coef
BDG009,2055,0.04,  0.51 ,  0.49 ,94158,  0.69 ,4482914,450,11,13,1,1,1,2,1,"  18,840 ",Perkotaan, primary ,  363.08 ,-6.925914,107.588618,"  501,408,333 ",-6.922077,107.589752,0.2599054607,0.05155858201,0.2677415481,0.05036509726,0.05645129484,0.02667776029,-0.007750055337,0.1254072508,0.1454119678,0.04399612765,-0.01076448965
KWG007,66,0.08,  0.50 ,  0.50 ,127607,  0.69 ,5599593,350,13,4,1,0,2,1,1,"  14,911 ",Perkotaan, residential ,  - ,-6.301098,107.293823,"  607,816,667 ",-6.301013,107.294701,0.06539533761,-0.229039351,-0.2058945719,0.2297583783,0.02886158642,0.09412389772,0.01207349385,0.06490871044,0.07826656928,0.09396959942,-0.01591743175
TGR044,224,0.07,  0.51 ,  0.49 ,201664,  0.74 ,4901117,400,5,12,1,0,0,2,1,"  14,496 ",Perkotaan, tertiary ,  725.91 ,-6.154438,106.574585,"  557,516,667 ",-6.153980,106.575928,0.7199218202,-0.06288588285,-0.0003783109058,0.1861405787,0.05339988799,0.1158417074,0.333328945,-0.02541488294,0.3334873828,-0.006647080509,-2.124.114.641.547.210
BKS026,353,0.05,  0.50 ,  0.50 ,204845,  0.72 ,5558515,600,5,17,1,1,0,4,1,"  13,741 ",Perkotaan, tertiary ,  - ,-6.180002,107.003694,"  677,866,667 ",-6.180000,107.004440,0.5870604247,-0.1318540063,-0.06105503715,0.1593443623,0.02276947696,0.08711775156,0.817675882,-0.01615000648,0.2492832045,-0.6583908658,-0.01760070808
BDG002,457,0.06,  0.50 ,  0.50 ,84041,  0.70 ,3757284,350,10,7,1,1,0,2,1,"  13,450 ",Perkotaan, primary ,  653.97 ,-6.931088,107.641502,"  945,716,667 ",-6.931014,107.641487,0.2630906878,0.06239636296,0.2521717865,0.04932822078,0.05488543706,0.03035974093,-0.01083417401,0.1196885263,0.1477143762,0.03680152978,-0.01029342461
CBN004,1312,0.12,  0.50 ,  0.50 ,62747,  0.69 ,2681382,1200,6,12,1,2,0,3,1,"  13,169 ",Perkotaan, tertiary ,  97.10 ,-6.727817,108.564915,"  480,066,667 ",-6.729564,108.563782,0.2399670004,0.03824214348,0.02605149923,0.1173595,0.0640717067,0.06299949628,-0.03546201492,-0.02451434829,0.1454914545,-0.04052340385,-0.01540974655
DPR015,2466,0.02,  0.50 ,  0.50 ,132920,  0.72 ,3298116,500,3,5,1,1,0,0,1,"  13,143 ",Perkotaan, secondary ,  233.90 ,-8.653512,115.204605,"  351,608,333 ",-8.657028,115.209793,-0.1702253889,0.8539611575,-0.3224260562,0.2039241201,-0.004501782134,-0.1385705453,0.1693443086,-0.1024982031,-0.02689780207,-0.0885128046,0.04431494159
CKR002,90,0.05,  0.50 ,  0.50 ,344179,  0.72 ,5558515,650,4,15,1,3,2,4,1,"  13,140 ",Perkotaan, secondary ,  - ,-6.248093,107.060555,"  716,258,333 ",-6.247665,107.060524,0.4192547622,-0.1635382875,-0.07015526815,0.1689166729,0.01437456578,0.09032902683,0.7296992871,-0.002142542904,0.2186319681,-0.5852273256,-0.01853019782
CKG044,558,0.04,  0.50 ,  0.50 ,334903,  0.70 ,5396761,500,8,9,1,0,0,0,1,"  13,058 ",Perkotaan, tertiary ,  848.54 ,-6.229005,106.935238,"  404,416,667 ",-6.234031,106.934479,0.6955010708,-0.1153855285,-0.03883478129,0.1642639264,0.01859306387,0.08300615564,0.7000566457,-0.01967990795,0.2692013871,-0.5065104989,-0.01603249249
BKS043,137,0.04,  0.50 ,  0.50 ,122471,  0.72 ,5690752,350,9,15,1,0,0,3,1,"  12,673 ",Perkotaan, tertiary ,  - ,-6.179627,107.000862,"  336,741,667 ",-6.179590,107.000992,0.5960096052,-0.1305617749,-0.06046905833,0.159472375,0.02285896164,0.08701561169,0.8121522179,-0.01632116967,0.2503148358,-0.6510975916,-0.01748865688
BDG001,168,0.04,  0.51 ,  0.49 ,67087,  0.69 ,4482914,350,12,2,1,0,0,3,1,"  12,638 ",Perkotaan, primary ,  553.22 ,-6.947813,107.588269,"  462,475,000 ",-6.947066,107.588425,0.2586200125,0.05254040527,0.2638909286,0.04757838986,0.05573069309,0.02759589883,-0.00607912563,0.1251146727,0.1463270408,0.04376908351,-0.01061674224
BKS020,323,0.04,  0.50 ,  0.50 ,205510,  0.69 ,5690752,350,7,11,1,0,0,3,1,"  12,606 ",Perkotaan, tertiary ,  514.62 ,-6.243124,107.037583,"  833,750,000 ",-6.242708,107.036980,0.4819547295,-0.151410158,-0.05882291649,0.1657535641,0.01605682594,0.08840289608,0.728906797,-0.005700147496,0.2306723717,-0.5725086745,-0.01813289961
DPK009,124,0.02,  0.50 ,  0.50 ,191413,  0.71 ,5195721,800,7,7,1,0,0,2,1,"  12,594 ",Perkotaan, residential ,  - ,-6.392205,106.837204,"  735,566,667 ",-6.392407,106.837395,0.7062787162,-0.1089854173,0.01410449898,0.1698601097,0.01215833851,0.07423350455,0.2502896222,0.001857823879,0.2808237135,0.05102450515,-0.01283406523
BDG010,2260,0.04,  0.50 ,  0.50 ,87368,  0.70 ,4482914,600,8,7,1,1,1,1,1,"  12,055 ",Perkotaan, tertiary ,  621.60 ,-6.904542,107.643975,"  646,116,667 ",-6.903517,107.643936,0.2656769306,0.06031569985,0.2533158776,0.05316979137,0.05537901603,0.02973844735,-0.0127346889,0.1178573071,0.1466612999,0.03677036572,-0.010618253
CKR003,348,0.05,  0.50 ,  0.50 ,199344,  0.72 ,5558515,490,5,15,1,3,3,4,1,"  11,960 ",Perkotaan, living_street ,  - ,-6.255446,107.075571,"  210,825,000 ",-6.247665,107.060524,0.3877277905,-0.1684149736,-0.07598183968,0.1713195642,0.01451053955,0.0914123218,0.6847577768,0.002930678142,0.2109485192,-0.539241473,-0.01821601752
CBN006,2273,0.09,  0.49 ,  0.51 ,38578,  0.70 ,2697685,400,4,10,1,2,0,1,1,"  11,848 ",Perkotaan, tertiary ,  95.92 ,-6.712107,108.561194,"  327,708,333 ",-6.712397,108.561501,0.2407156512,0.03643267125,0.02716547589,0.1183840414,0.06372690409,0.06377745878,-0.03582513311,-0.02484419675,0.1454109779,-0.04071851975,-0.01542988119
KWG006,56,0.08,  0.50 ,  0.50 ,127607,  0.69 ,5599593,500,8,3,1,0,0,0,1,"  11,727 ",Perkotaan, primary ,  - ,-6.295561,107.293850,"  481,850,000 ",-6.296644,107.298653,0.07203284042,-0.2284461322,-0.2045382573,0.2281052945,0.0290686184,0.09457099841,0.01657913,0.06362649075,0.08192753028,0.09321341528,-0.01589308032
DPK005,377,0.02,  0.50 ,  0.50 ,186181,  0.71 ,5195721,900,7,8,1,0,1,3,1,"  11,601 ",Perkotaan, trunk ,  461.41 ,-6.398016,106.813724,"  599,266,667 ",-6.396060,106.814133,0.7244383175,-0.105176717,0.01625577149,0.1701995742,0.01413005468,0.07476367859,0.2144946918,0.001832423328,0.2842882232,0.1001467148,-0.012352394
CKG028,287,0.04,  0.50 ,  0.50 ,177319,  0.71 ,5396761,350,10,11,1,1,0,1,1,"  11,541 ",Perkotaan, tertiary ,  281.01 ,-6.344110,106.870134,"  443,875,000 ",-6.343747,106.869385,0.728226465,-0.1097188157,0.0006648759136,0.1707141627,0.01137981942,0.07683790395,0.3935484386,-0.006539543732,0.2773205426,-0.1313206999,-0.01414885669
SOR014,956,0.04,  0.51 ,  0.49 ,109114,  0.69 ,4482914,400,5,8,1,2,0,3,1,"  11,492 ",Perkotaan, tertiary ,  - ,-6.987286,107.595700,"  367,516,667 ",-6.988571,107.596130,0.2557381533,0.05691342263,0.2579365163,0.04215155968,0.05463393412,0.02919564942,-0.003990652423,0.1261523075,0.1482864543,0.04243952138,-0.01007378365
KWG001,59,0.08,  0.50 ,  0.50 ,127607,  0.69 ,5599593,400,10,14,1,2,0,3,1,"  11,453 ",Perkotaan, tertiary ,  852.68 ,-6.307231,107.299185,"  1,019,991,667 ",-6.307601,107.297623,0.05914373139,-0.228938578,-0.2073483571,0.2321478064,0.02934974916,0.09303650935,0.002719599083,0.06682167354,0.07315976458,0.09860217942,-0.01592218651
SBR003,600,0.09,  0.51 ,  0.49 ,60854,  0.69 ,2697685,400,1,2,1,1,0,1,1,"  11,435 ",Perkotaan, trunk ,  428.10 ,-6.707937,108.516391,"  253,891,667 ",-6.706724,108.512772,0.2412475561,0.03347048147,0.03299844633,0.1185487421,0.06210782535,0.067920279,-0.03583651288,-0.02354808857,0.1453397189,-0.03951864835,-0.01522622226
DPR005,263,0.02,  0.50 ,  0.50 ,149126,  0.72 ,3298116,400,11,12,1,0,2,2,1,"  11,387 ",Perkotaan, tertiary ,  561.10 ,-8.676245,115.207533,"  547,475,000 ",-8.675175,115.206474,-0.1706821403,0.8540080893,-0.3225671605,0.203894956,-0.004575075779,-0.13865733,0.1698748773,-0.102404996,-0.02690473558,-0.08811607236,0.04439712672
KYB026,499,0.03,  0.50 ,  0.50 ,199031,  0.71 ,5396761,400,12,7,1,0,0,1,1,"  11,356 ",Perkotaan, tertiary ,  657.41 ,-6.239062,106.756652,"  422,758,333 ",-6.236055,106.757378,0.9632213466,-0.08569130215,-0.01444289927,0.1755835437,0.02372523282,0.08538958216,0.4227021774,-0.027577122,0.3017627924,-0.1498811485,-0.0143326515
DPK028,125,0.02,  0.50 ,  0.50 ,191413,  0.71 ,5195721,700,9,7,1,1,0,4,1,"  11,271 ",Perkotaan, tertiary ,  340.29 ,-6.388407,106.852325,"  492,233,333 ",-6.387071,106.852386,0.6850809224,-0.1115686968,0.01154535798,0.1687554468,0.01141660058,0.07451400445,0.2674930911,0.002293658282,0.2779913892,0.02732850447,-0.01301026611
BDG014,3347,0.04,  0.51 ,  0.49 ,75324,  0.70 ,4482914,500,2,5,1,0,1,4,1,"  11,124 ",Perkotaan, secondary ,"  1,053.44 ",-6.918866,107.570354,"  262,008,333 ",-6.918868,107.570335,0.258323375,0.04737292005,0.2716678828,0.05194067608,0.05727270104,0.02524976398,-0.007084853914,0.1254235698,0.1445069278,0.0464189005,-0.01101484615
SBR033,4719,0.09,  0.50 ,  0.50 ,38578,  0.68 ,2697685,500,3,3,1,2,0,1,1,"  10,991 ",Perkotaan, tertiary ,  237.89 ,-6.702567,108.508211,"  340,600,000 ",-6.705336,108.507637,0.2415390064,0.03249302743,0.03434811077,0.118905447,0.06172205065,0.06886206229,-0.03594753375,-0.02342833966,0.1453041984,-0.03936861263,-0.01519567179
CBN002,594,0.09,  0.50 ,  0.50 ,23738,  0.69 ,2697685,1200,4,2,1,0,1,4,1,"  10,954 ",Perkotaan, tertiary ,  561.23 ,-6.731985,108.565416,"  817,350,000 ",-6.731761,108.565605,0.2398099452,0.03866394333,0.02581461758,0.1170684421,0.06415242348,0.06280503362,-0.03536070251,-0.02439365372,0.1455052039,-0.0404528192,-0.01540206533
BKS032,50,0.05,  0.51 ,  0.49 ,204845,  0.71 ,5558515,400,6,9,1,0,1,3,1,"  10,919 ",Perkotaan, tertiary ,  - ,-6.182607,106.990718,"  690,491,667 ",-6.182612,106.991760,0.608487222,-0.128282465,-0.0578886208,0.1593964262,0.0224352917,0.08646005077,0.8080600899,-0.01764837434,0.2537685671,-0.643667876,-0.01734925063
BKS039,53,0.04,  0.50 ,  0.50 ,205510,  0.69 ,5690752,450,10,3,1,0,0,0,1,"  10,914 ",Perkotaan, tertiary ,  - ,-6.239350,107.024217,"  722,858,333 ",-6.243320,107.026558,0.512741785,-0.1462235286,-0.05453065709,0.164550724,0.01648875724,0.08752067707,0.7363229664,-0.008277351399,0.2365135257,-0.5759542459,-0.01804432048
CJR010,2206,0.1,  0.50 ,  0.50 ,133403,  0.68 ,3104583,300,9,11,1,1,0,0,1,"  10,460 ",Perkotaan, trunk ,  - ,-6.824546,107.145099,"  527,841,667 ",-6.821498,107.140800,0.1228032658,-0.05028908199,0.1153990382,0.09129130327,0.0212232913,0.0109715465,0.05405316948,0.03598528971,0.1561968168,0.1169560394,-0.01073182054
BDG015,4461,0.04,  0.50 ,  0.50 ,78917,  0.70 ,4482914,500,9,17,1,2,1,1,1,"  10,330 ",Perkotaan, primary ,  266.34 ,-6.892506,107.597166,"  651,958,333 ",-6.893328,107.598999,0.2628021352,0.05067001611,0.2691135453,0.05523364387,0.05728140497,0.02598036608,-0.0108651614,0.1237185517,0.1438611501,0.04317982784,-0.01104544265
DPK045,3332,0.02,  0.50 ,  0.50 ,121513,  0.71 ,5195721,400,4,9,1,0,0,1,1,"  10,326 ",Perkotaan, tertiary ,  - ,-6.378311,106.813732,"  340,691,667 ",-6.382523,106.814346,0.7562060652,-0.1025280907,0.01215110421,0.1714173103,0.01441737099,0.07617144674,0.2546483504,-0.002611298724,0.2852258828,0.0501134373,-0.01271859375
BKS018,309,0.05,  0.50 ,  0.50 ,204845,  0.72 ,5558515,400,7,4,1,2,0,2,1,"  10,150 ",Perkotaan, residential ,  611.73 ,-6.205651,107.008493,"  517,375,000 ",-6.205577,107.008499,0.5654893376,-0.1362266718,-0.0569712047,0.1613128907,0.02032789218,0.08699411039,0.7866450752,-0.01363028132,0.245490073,-0.6260582022,-0.01777333126
SOR010,768,0.06,  0.51 ,  0.49 ,104404,  0.69 ,3757284,360,7,14,1,4,0,4,1,"  10,106 ",Perkotaan, living_street ,  - ,-7.049068,107.763698,"  529,275,000 ",-7.048151,107.763420,0.2427145175,0.07568663426,0.1815732828,0.04457099507,0.05097301339,0.05237100968,-0.01280072534,0.08635694574,0.1519249585,0.01221713595,-0.009083399055
CKR024,1204,0.05,  0.51 ,  0.49 ,204845,  0.69 ,5558515,500,2,3,1,0,0,1,1,"  10,100 ",Perkotaan, primary ,  - ,-6.190496,107.038840,"  403,883,333 ",-6.194570,107.037941,0.500702788,-0.1460118632,-0.06957865017,0.1608940609,0.02166961982,0.08878083956,0.8331711771,-0.01117528223,0.2347161744,-0.6889463754,-0.0183898863
BDG004,631,0.04,  0.50 ,  0.50 ,47657,  0.70 ,4482914,400,9,8,1,1,0,3,1,"  10,048 ",Perkotaan, tertiary ,  339.61 ,-6.954584,107.642606,"  361,225,000 ",-6.954174,107.640739,0.2610618253,0.06423903689,0.2481333377,0.04657004103,0.05433117673,0.03125414069,-0.009414738328,0.1193994669,0.1485162593,0.03619996462,-0.01008328859
CKG030,279,0.04,  0.50 ,  0.50 ,229151,  0.71 ,5396761,350,7,9,1,0,0,0,1,"  10,011 ",Perkotaan, secondary ,  - ,-6.294981,106.903978,"  406,125,000 ",-6.286279,106.913712,0.7254752911,-0.1131726107,-0.01583197345,0.1699366145,0.01330019169,0.07920927169,0.5666997882,-0.01487200164,0.2736289006,-0.3472663715,-0.01554215318
DPR001,387,0.02,  0.50 ,  0.50 ,149126,  0.72 ,3298116,800,3,1,1,0,0,2,1,"  9,862 ",Perkotaan, secondary ,  327.37 ,-8.680867,115.201722,"  2,209,908,333 ",-8.680599,115.201553,-0.1705973574,0.853861793,-0.3225035595,0.20388464,-0.004576113644,-0.138566243,0.1697836526,-0.1023366684,-0.0268539495,-0.08802325274,0.04437343542
KYB014,295,0.03,  0.50 ,  0.50 ,284849,  0.71 ,5396761,500,6,12,1,1,1,0,1,"  9,787 ",Perkotaan, primary ,  250.31 ,-6.330527,106.835275,"  594,725,000 ",-6.329701,106.825783,0.8157656395,-0.1008196642,0.001550392704,0.175738929,0.01285215385,0.07708408273,0.4127861207,-0.01281108411,0.2865923129,-0.1505873057,-0.01400484354
DPK043,1451,0.02,  0.50 ,  0.50 ,191413,  0.71 ,5195721,400,9,9,1,2,0,1,1,"  9,777 ",Perkotaan, tertiary ,  - ,-6.398500,106.851130,"  541,441,667 ",-6.401540,106.851006,0.6662095437,-0.1128089815,0.01327703732,0.1677708701,0.01153543123,0.07399728471,0.241821213,0.004808032705,0.2775541872,0.05955174565,-0.01272111995
BKS042,36,0.05,  0.50 ,  0.50 ,204845,  0.72 ,5558515,350,9,6,1,0,0,1,1,"  9,752 ",Perkotaan, primary ,  - ,-6.202694,107.002143,"  378,650,000 ",-6.203066,107.002792,0.5782655832,-0.133969049,-0.05603801726,0.1609372338,0.02057607886,0.08669789183,0.7890854673,-0.01477667204,0.2480925906,-0.6267210773,-0.01766641941
DPR007,376,0.02,  0.50 ,  0.50 ,149126,  0.72 ,3298116,1000,3,2,1,0,0,2,1,"  9,686 ",Perkotaan, secondary ,  369.83 ,-8.681106,115.201309,"  1,003,725,000 ",-8.680599,115.201553,-0.1705898545,0.8538514794,-0.3224986492,0.2038840275,-0.004575923654,-0.1385596202,0.1697754384,-0.1023322646,-0.02685040264,-0.08801823621,0.04437150058
DPK008,384,0.02,  0.50 ,  0.50 ,198765,  0.71 ,5195721,400,5,10,1,0,0,4,1,"  9,618 ",Perkotaan, secondary ,  - ,-6.399170,106.877215,"  757,808,333 ",-6.399291,106.877419,0.6291877915,-0.120233829,0.0126648173,0.1669836777,0.008935240099,0.07353922726,0.2656993373,0.006712035676,0.2721714942,0.0231013745,-0.01338011463
BDG016,5312,0.04,  0.49 ,  0.51 ,55739,  0.69 ,4482914,900,10,20,1,1,0,1,1,"  9,449 ",Perkotaan, primary ,  236.24 ,-6.927664,107.608660,"  482,808,333 ",-6.928141,107.609665,0.2616790463,0.05528073169,0.26165485,0.05007283507,0.05569613053,0.0281801227,-0.008894263362,0.1233363619,0.1460619863,0.04127816831,-0.01063525825
CPT025,1459,0.02,  0.50 ,  0.50 ,133154,  0.71 ,4974392,300,4,9,1,0,0,2,1,"  9,420 ",Perkotaan, secondary ,  - ,-6.287958,106.759670,"  302,650,000 ",-6.288082,106.759666,0.9168036688,-0.08918289587,-0.003160215546,0.1747582321,0.02159073006,0.08322287832,0.3586560435,-0.02149124349,0.2969953684,-0.07324340993,-0.01401262502
SOR001,180,0.04,  0.51 ,  0.49 ,109114,  0.71 ,4482914,350,5,6,1,0,0,4,1,"  9,342 ",Perkotaan, secondary ,  - ,-6.972624,107.590142,"  483,458,333 ",-6.970949,107.590134,0.2569757021,0.05421479648,0.2594007632,0.04447906659,0.05499725036,0.02860728252,-0.004478354645,0.1249547853,0.1473743597,0.04323641639,-0.0103891929
NPH001,824,0.06,  0.51 ,  0.49 ,113203,  0.69 ,3757284,600,11,9,1,0,0,4,1,"  9,128 ",Perkotaan, trunk ,  - ,-6.841713,107.482293,"  592,950,000 ",-6.841675,107.482559,0.2418007934,0.02764677227,0.2797492762,0.06922279818,0.06573674991,0.0159089549,-0.008206055742,0.1156159453,0.1353292048,0.05614611176,-0.0125273671
SMD004,1088,0.1,  0.50 ,  0.50 ,67582,  0.68 ,3732088,600,6,7,1,1,0,2,1,"  9,073 ",Perkotaan, residential ,  - ,-6.905047,107.798569,"  719,941,667 ",-6.905047,107.799416,0.260285724,0.07141974879,0.187106849,0.06182362367,0.05198261666,0.04972854193,-0.02055351672,0.07560355614,0.1499365345,0.00907707786,-0.01061921443
DPR010,2286,0.02,  0.50 ,  0.50 ,71189,  0.72 ,3534338,400,6,3,1,0,0,1,1,"  9,061 ",Perkotaan, trunk ,"  1,054.11 ",-8.635818,115.207010,"  521,858,333 ",-8.634528,115.206741,-0.1699994046,0.8540383286,-0.3223836918,0.2039500032,-0.004454823417,-0.1385824975,0.1690766745,-0.1026068907,-0.02693053593,-0.08883083417,0.04428043442
CKR014,38,0.05,  0.51 ,  0.49 ,204845,  0.69 ,5558515,600,2,0,1,0,0,2,1,"  9,034 ",Perkotaan, tertiary ,  - ,-6.193545,107.045056,"  243,783,333 ",-6.193525,107.045128,0.4854860762,-0.1486988679,-0.07145761653,0.1615532918,0.02135883436,0.08912948137,0.8310289071,-0.01002887748,0.2318258965,-0.6890663959,-0.01847966885
IDM016,4774,0.12,  0.50 ,  0.50 ,45381,  0.69 ,2794237,925,7,6,1,1,0,1,1,"  9,008 ",Perkotaan, secondary ,  - ,-6.329799,108.326443,"  532,166,667 ",-6.329819,108.326416,0.2609201801,-0.01636539214,0.07091376866,0.1540099945,0.04937359961,0.08388870368,-0.0454248136,-0.02789061933,0.1404596179,-0.03806747511,-0.01565014748
GGP030,4054,0.04,  0.50 ,  0.50 ,197252,  0.71 ,5396761,500,16,7,1,2,0,0,1,"  21,911 ",Perkotaan, secondary ,  59.78 ,-6.145618,106.807063,"  364,191,667 ",-6.152124,106.796623,0.93756405,-0.08558699637,-0.04769185201,0.1688581274,0.02715360882,0.08833697565,0.558872256,-0.0317323225,0.3017147326,-0.3115311768,-0.01316525956
GGP004,397,0.04,  0.50 ,  0.50 ,176599,  0.71 ,5396761,300,10,20,1,1,1,1,1,"  18,548 ",Perkotaan, tertiary ,  141.00 ,-6.152113,106.796897,"  762,958,333 ",-6.152124,106.796623,0.9484512434,-0.08499975157,-0.04408229481,0.1696344309,0.0271117181,0.08841653922,0.5349775776,-0.03165656604,0.3022772386,-0.2824827706,-0.0133055031
TNA003,130,0.04,  0.51 ,  0.49 ,101761,  0.71 ,5396761,500,8,12,1,2,0,1,1,"  17,939 ",Perkotaan, tertiary ,  41.34 ,-6.180444,106.859556,"  691,441,667 ",-6.181216,106.861450,0.8383342105,-0.09310068643,-0.04806809165,0.1676137836,0.02333084676,0.08469585062,0.6620222929,-0.02867228257,0.2943598676,-0.4419468359,-0.01329901321
TJP022,174,0.07,  0.51 ,  0.49 ,250422,  0.70 ,5396761,350,12,7,1,0,0,0,1,"  17,622 ",Perkotaan, tertiary ,  314.51 ,-6.116105,106.910918,"  503,925,000 ",-6.113930,106.899330,0.7703578123,-0.1026583926,-0.06838531553,0.1578301021,0.02812861024,0.08625490514,0.8150804495,-0.0303693698,0.2845076042,-0.6276285768,-0.01482659828
TNA006,246,0.04,  0.50 ,  0.50 ,187832,  0.71 ,5396761,400,12,14,1,1,0,3,1,"  16,654 ",Perkotaan, primary ,  368.71 ,-6.166105,106.852590,"  775,891,667 ",-6.167749,106.852226,0.8560998394,-0.09115848518,-0.05172826379,0.1673633029,0.02454653609,0.08555050973,0.6600421644,-0.02986862684,0.2965753778,-0.4375814297,-0.01307302951
TNA012,1975,0.04,  0.51 ,  0.49 ,101761,  0.71 ,5396761,350,15,18,1,0,0,1,1,"  16,476 ",Perkotaan, tertiary ,  322.13 ,-6.185246,106.852381,"  515,733,333 ",-6.184301,106.854752,0.8492616209,-0.09191025166,-0.04604715264,0.1686821568,0.02308589572,0.08464823601,0.6444468862,-0.02861163603,0.2956198648,-0.4203880868,-0.01315495317
TNA007,412,0.04,  0.50 ,  0.50 ,187832,  0.71 ,5396761,400,12,14,1,1,0,2,1,"  15,920 ",Perkotaan, tertiary ,  353.96 ,-6.158304,106.867634,"  854,100,000 ",-6.158204,106.867134,0.8295593919,-0.09367518231,-0.0561659333,0.1651900213,0.02507191653,0.08535806685,0.7037965816,-0.03014564584,0.2944059547,-0.4908466514,-0.01332816466
CKG004,258,0.04,  0.50 ,  0.50 ,237679,  0.71 ,5396761,400,6,6,1,2,2,3,1,"  15,718 ",Perkotaan, trunk ,  56.27 ,-6.268360,106.866252,"  392,525,000 ",-6.268652,106.866394,0.8102134423,-0.1008424861,-0.02042731094,0.1719923976,0.01659253219,0.08064370876,0.5542247749,-0.01988434794,0.2842210148,-0.3232230574,-0.01448008672
TJP009,344,0.07,  0.51 ,  0.49 ,250422,  0.70 ,5396761,400,5,9,1,2,0,4,1,"  15,534 ",Perkotaan, secondary ,  557.09 ,-6.129962,106.902942,"  265,416,667 ",-6.129874,106.902924,0.780110093,-0.1011393523,-0.06410476511,0.1596242842,0.02697951156,0.08593165002,0.7859211653,-0.02990709305,0.2859462104,-0.5926152749,-0.0145671175
CKG012,410,0.04,  0.50 ,  0.50 ,237679,  0.71 ,5396761,800,7,20,1,2,2,3,1,"  15,199 ",Perkotaan, trunk ,  196.76 ,-6.266686,106.865921,"  713,641,667 ",-6.268652,106.866394,0.8114224828,-0.1006118289,-0.02094739444,0.1719932747,0.01672179796,0.08070298185,0.5574002205,-0.02016426827,0.2845310842,-0.3268336625,-0.01445737845
TNA002,225,0.04,  0.50 ,  0.50 ,101761,  0.72 ,5396761,800,5,7,1,1,0,4,1,"  15,172 ",Perkotaan, primary ,  38.11 ,-6.172210,106.863056,"  939,183,333 ",-6.170999,106.862526,0.8341742208,-0.09338295754,-0.05111094579,0.1666796812,0.02395397306,0.0849433138,0.6782965079,-0.02920352024,0.2942820771,-0.4610781223,-0.01331443473
TJP015,55,0.07,  0.51 ,  0.49 ,250422,  0.70 ,5396761,500,8,17,1,1,0,0,1,"  15,149 ",Perkotaan, tertiary ,  17.53 ,-6.112835,106.907762,"  424,408,333 ",-6.113930,106.899330,0.7782000631,-0.1017632188,-0.06910577602,0.1579276724,0.02837733555,0.08640809492,0.8115407678,-0.03071563373,0.2855270364,-0.6226792593,-0.01471178103
CKG016,380,0.04,  0.51 ,  0.49 ,334903,  0.71 ,5396761,400,12,9,1,0,0,2,1,"  14,749 ",Perkotaan, secondary ,  923.95 ,-6.210445,106.938812,"  1,165,166,667 ",-6.210289,106.938492,0.6975877205,-0.1146860228,-0.04396062262,0.1629951113,0.02021562756,0.08382211644,0.7226098243,-0.02060174941,0.2691426041,-0.5323595859,-0.01600905611
TJP012,113,0.07,  0.50 ,  0.50 ,306408,  0.71 ,5396761,450,12,16,1,3,0,2,1,"  14,732 ",Perkotaan, tertiary ,  281.51 ,-6.117920,106.880730,"  660,516,667 ",-6.114077,106.881516,0.8286986559,-0.09555159949,-0.06624191061,0.1612173635,0.0278685493,0.08685169248,0.7488336714,-0.03151268518,0.2921072326,-0.5443013163,-0.01380350278
CKG005,338,0.04,  0.50 ,  0.50 ,166923,  0.71 ,5396761,800,2,7,1,0,0,1,1,"  14,703 ",Perkotaan, trunk ,  571.03 ,-6.279935,106.870708,"  670,666,667 ",-6.280250,106.870934,0.7957407953,-0.1028923401,-0.01719468721,0.1716967427,0.0156319128,0.08019067821,0.5344557572,-0.01774480031,0.2818042142,-0.3009178042,-0.01461700176
CKG047,2733,0.04,  0.50 ,  0.50 ,177319,  0.71 ,5396761,300,6,11,1,0,0,0,1,"  14,467 ",Perkotaan, tertiary ,  - ,-6.326437,106.858798,"  307,441,667 ",-6.330439,106.866943,0.7668404622,-0.1049981756,-0.003073263468,0.1717713317,0.01293159152,0.07810193649,0.4167984059,-0.01034628947,0.2806147535,-0.1571589709,-0.01407978871
CKG037,52,0.04,  0.51 ,  0.49 ,334903,  0.71 ,5396761,600,8,11,1,0,0,2,1,"  14,461 ",Perkotaan, secondary ,  367.84 ,-6.206550,106.935126,"  610,441,667 ",-6.205756,106.935036,0.7063316024,-0.1132989223,-0.04449479702,0.162998004,0.02057655158,0.08388456193,0.7220121043,-0.02114092222,0.2704914433,-0.5304905,-0.01587771333
TJP017,72,0.07,  0.51 ,  0.49 ,323872,  0.70 ,5396761,450,3,9,1,0,0,2,1,"  14,426 ",Perkotaan, tertiary ,  462.99 ,-6.106977,106.926270,"  259,208,333 ",-6.104671,106.926704,0.7541426259,-0.106103784,-0.06922652196,0.1566379545,0.02854665798,0.08678148011,0.8284811089,-0.02898947424,0.2794159449,-0.6467358401,-0.01539017325
